fixture,preset,total_bytes,real_bytes,renderer_bytes,matcher_bytes,paintings,breaks_invariants
java-defects4j-mockito-17-mocksettingsimpl,full,4736,5,5,0,2,0
java-defects4j-mockito-17-mocksettingsimpl,minimal,4736,3,3,0,2,0
java-defects4j-mockito-19-finalmockcandidatefilter,full,3519,1618,1618,0,1,0
java-defects4j-mockito-19-finalmockcandidatefilter,minimal,3519,0,0,0,1,0
java-defects4j-mockito-19-mockcandidatefilter,full,916,17,17,0,2,0
java-defects4j-mockito-19-mockcandidatefilter,minimal,916,31,31,0,2,0
java-defects4j-mockito-19-namebasedcandidatefilter,full,3358,31,31,0,2,0
java-defects4j-mockito-19-namebasedcandidatefilter,minimal,3358,26,26,0,2,0
java-defects4j-mockito-19-typebasedcandidatefilter,full,1872,26,26,0,1,0
java-defects4j-mockito-19-typebasedcandidatefilter,minimal,1872,0,0,0,1,0
java-defects4j-mockito-2-timer,full,1427,0,0,0,2,0
java-defects4j-mockito-2-timer,minimal,1427,0,0,0,2,0
java-defects4j-mockito-21-constructorinstantiator,full,3839,186,166,28,2,1
java-defects4j-mockito-21-constructorinstantiator,minimal,3839,111,95,30,2,1
java-defects4j-mockito-22-equality,full,2566,0,0,0,2,0
java-defects4j-mockito-22-equality,minimal,2566,0,0,0,2,0
java-defects4j-mockito-29-same,full,2244,34,34,0,1,0
java-defects4j-mockito-29-same,minimal,2244,0,0,0,1,0
java-defects4j-mockito-30-returnssmartnulls,full,6461,0,0,0,1,0
java-defects4j-mockito-30-returnssmartnulls,minimal,6461,0,0,0,1,0
java-defects4j-mockito-31-returnssmartnulls,full,6324,11,14,7,2,0
java-defects4j-mockito-31-returnssmartnulls,minimal,6324,9,10,7,2,0
java-defects4j-mockito-32-spyannotationengine,full,6035,28,40,58,2,0
java-defects4j-mockito-32-spyannotationengine,minimal,6035,27,5,28,2,0
java-defects4j-mockito-37-answersvalidator,full,4853,0,0,0,2,0
java-defects4j-mockito-37-answersvalidator,minimal,4853,0,0,0,2,0
java-defects4j-mockito-38-argumentmatchingtool,full,3384,29,29,0,2,0
java-defects4j-mockito-38-argumentmatchingtool,minimal,3384,0,0,0,2,0
java-defects4j-mockito-5-verificationovertimeimpl,full,11801,0,0,0,1,0
java-defects4j-mockito-5-verificationovertimeimpl,minimal,11801,0,0,0,1,0
java-defects4j-mockito-7-genericmetadatasupport,full,50872,0,0,0,2,0
java-defects4j-mockito-7-genericmetadatasupport,minimal,50872,0,0,0,2,0
java-defects4j-mockito-9-callsrealmethods,full,3701,0,0,0,2,0
java-defects4j-mockito-9-callsrealmethods,minimal,3701,0,0,0,2,0
java-fix-array-index,full,523,2,2,0,1,0
java-fix-array-index,minimal,523,2,2,0,1,0
java-genymobile-scrcpy-add-enum-value,full,387,0,0,0,2,0
java-genymobile-scrcpy-add-enum-value,minimal,387,0,0,0,2,0
java-genymobile-scrcpy-add-func,full,621,0,0,0,2,0
java-genymobile-scrcpy-add-func,minimal,621,0,0,0,2,0
java-genymobile-scrcpy-add-func-2,full,1012,0,0,0,2,0
java-genymobile-scrcpy-add-func-2,minimal,1012,1,1,0,2,0
java-genymobile-scrcpy-add-parameter,full,409,0,0,0,1,0
java-genymobile-scrcpy-add-parameter,minimal,409,0,0,0,1,0
java-genymobile-scrcpy-char-to-string-bugfix,full,1220,0,0,0,1,0
java-genymobile-scrcpy-char-to-string-bugfix,minimal,1220,0,0,0,1,0
java-genymobile-scrcpy-only-insert,full,594,4,4,0,2,0
java-genymobile-scrcpy-only-insert,minimal,594,0,0,0,2,0
java-genymobile-scrcpy-whitespace-only,full,894,0,0,0,1,0
java-genymobile-scrcpy-whitespace-only,minimal,894,0,0,0,1,0
java-nextcloud-android-add-one-line,full,181689,0,0,0,2,0
java-nextcloud-android-add-one-line,minimal,181689,0,0,0,2,0
java-protocolbuffers-protobuf-add-one-annotation,full,72889,0,0,0,1,0
java-protocolbuffers-protobuf-add-one-annotation,minimal,72889,0,0,0,1,0
java-protocolbuffers-protobuf-add-one-import,full,279813,0,0,0,1,0
java-protocolbuffers-protobuf-add-one-import,minimal,279813,0,0,0,1,0
java-protocolbuffers-protobuf-update-comment,full,1303,0,0,0,1,0
java-protocolbuffers-protobuf-update-comment,minimal,1303,0,0,0,1,0
java-protocolbuffers-protobuf-update-comment-2,full,1303,0,0,0,1,0
java-protocolbuffers-protobuf-update-comment-2,minimal,1303,0,0,0,1,0
java-refactor-constants,full,594,76,77,22,2,0
java-refactor-constants,minimal,594,23,21,23,2,0
javascript-add-array-method,full,385,2,2,0,2,0
javascript-add-array-method,minimal,385,0,0,0,2,0
javascript-add-destructuring,full,335,80,84,84,2,0
javascript-add-destructuring,minimal,335,83,73,88,2,0
javascript-add-event-listener,full,401,17,17,0,2,0
javascript-add-event-listener,minimal,401,36,36,0,2,0
javascript-axios-axios-real-small-change,full,716,84,72,16,2,0
javascript-axios-axios-real-small-change,minimal,716,17,1,16,2,0
javascript-d3-d3-nice-small-change,full,1528,233,237,28,2,0
javascript-d3-d3-nice-small-change,minimal,1528,142,142,24,2,0
javascript-facebook-react-delete-one-line,full,7263,0,0,0,1,0
javascript-facebook-react-delete-one-line,minimal,7263,0,0,0,1,0
javascript-facebook-react-update-comment-only,full,311,0,0,0,1,0
javascript-facebook-react-update-comment-only,minimal,311,1,1,0,1,0
javascript-fix-promises,full,593,30,120,90,2,0
javascript-fix-promises,minimal,593,0,80,80,2,0
javascript-microsoft-typescript-add-use-strict,full,89,0,0,0,1,0
javascript-microsoft-typescript-add-use-strict,minimal,89,0,0,0,1,0
javascript-microsoft-typescript-add-use-strict-2,full,295,0,0,0,1,0
javascript-microsoft-typescript-add-use-strict-2,minimal,295,0,0,0,1,0
javascript-microsoft-typescript-concat-to-template,full,562,12,6,12,2,0
javascript-microsoft-typescript-concat-to-template,minimal,562,12,0,12,2,0
javascript-microsoft-typescript-refactor,full,877,34,16,46,2,0
javascript-microsoft-typescript-refactor,minimal,877,26,0,26,2,0
javascript-microsoft-typescript-remove-one-line,full,8759,0,0,0,1,0
javascript-microsoft-typescript-remove-one-line,minimal,8759,0,0,0,1,0
javascript-microsoft-typescript-small-change,full,430,12,12,0,1,0
javascript-microsoft-typescript-small-change,minimal,430,0,0,0,1,0
javascript-microsoft-typescript-small-change-2,full,1079,0,0,0,1,0
javascript-microsoft-typescript-small-change-2,minimal,1079,0,0,0,1,0
javascript-microsoft-typescript-small-change-3,full,796,3,3,0,2,0
javascript-microsoft-typescript-small-change-3,minimal,796,14,14,0,2,0
javascript-microsoft-typescript-use-strict,full,639,0,0,0,1,0
javascript-microsoft-typescript-use-strict,minimal,639,0,0,0,1,0
javascript-microsoft-typescript-use-strict-2,full,1485,0,0,0,1,0
javascript-microsoft-typescript-use-strict-2,minimal,1485,0,0,0,1,0
javascript-microsoft-typescript-use-strict-3,full,803,0,0,0,1,0
javascript-microsoft-typescript-use-strict-3,minimal,803,0,0,0,1,0
javascript-microsoft-typescript-use-strict-4,full,567,0,0,0,1,0
javascript-microsoft-typescript-use-strict-4,minimal,567,0,0,0,1,0
javascript-microsoft-typescript-use-strict-5,full,10635,0,0,0,1,0
javascript-microsoft-typescript-use-strict-5,minimal,10635,0,0,0,1,0
javascript-microsoft-typescript-use-strict-6,full,3025,0,0,0,1,0
javascript-microsoft-typescript-use-strict-6,minimal,3025,0,0,0,1,0
javascript-microsoft-typescript-use-strict-7,full,45013,0,0,0,1,0
javascript-microsoft-typescript-use-strict-7,minimal,45013,0,0,0,1,0
javascript-microsoft-typescript-use-strict-8,full,1341,0,0,0,1,0
javascript-microsoft-typescript-use-strict-8,minimal,1341,0,0,0,1,0
javascript-mozilla-firefox-firefox-remove-one-comment,full,439,0,0,0,1,0
javascript-mozilla-firefox-firefox-remove-one-comment,minimal,439,0,0,0,1,0
javascript-mui-material-ui-delete-one-import,full,574,0,0,0,1,0
javascript-mui-material-ui-delete-one-import,minimal,574,0,0,0,1,0
javascript-refactor-arrow-func,full,354,14,14,0,2,0
javascript-refactor-arrow-func,minimal,354,4,4,0,2,0
javascript-typescript-interesting-small-edit-refactor,full,408,10,7,11,2,0
javascript-typescript-interesting-small-edit-refactor,minimal,408,41,36,15,2,0
javascript-vercel-next-add-doccomment,full,526,0,0,0,1,0
javascript-vercel-next-add-doccomment,minimal,526,0,0,0,1,0
json-apache-superset-js-to-ts,full,730,0,0,0,1,0
json-apache-superset-js-to-ts,minimal,730,0,0,0,1,0
json-gorhill-ublock-version,full,632,0,0,0,1,0
json-gorhill-ublock-version,minimal,632,0,0,0,1,0
json-grafana-grafana-add-pair,full,466,0,0,0,2,0
json-grafana-grafana-add-pair,minimal,466,0,0,0,2,0
json-lidarr-lidarr-remove-one-line,full,114675,0,0,0,2,0
json-lidarr-lidarr-remove-one-line,minimal,114675,0,0,0,2,0
json-microsoft-playwright-version-update,full,196,0,0,0,1,0
json-microsoft-playwright-version-update,minimal,196,0,0,0,1,0
json-puppeteer-puppeteer-update-version,full,360,0,0,0,1,0
json-puppeteer-puppeteer-update-version,minimal,360,0,0,0,1,0
json-puppeteer-puppeteer-version-update,full,24,0,0,0,1,0
json-puppeteer-puppeteer-version-update,minimal,24,0,0,0,1,0
json-puppeteer-puppeteer-version-update-2,full,24,0,0,0,1,0
json-puppeteer-puppeteer-version-update-2,minimal,24,0,0,0,1,0
json-shadcn-ui-ui-add-one-line,full,10380,0,0,0,2,0
json-shadcn-ui-ui-add-one-line,minimal,10380,0,0,0,2,0
json-vercel-next-version,full,606,0,0,0,1,0
json-vercel-next-version,minimal,606,0,0,0,1,0
kotlin-add-data-class,full,423,38,38,0,2,0
kotlin-add-data-class,minimal,423,14,14,0,2,0
kotlin-add-null-check,full,419,0,0,0,2,0
kotlin-add-null-check,minimal,419,0,0,0,2,0
kotlin-add-validation,full,615,0,0,0,2,0
kotlin-add-validation,minimal,615,0,0,0,2,0
kotlin-fix-loop-bug,full,579,0,0,0,1,0
kotlin-fix-loop-bug,minimal,579,0,0,0,1,0
kotlin-mozilla-firefox-firefox-add-one-annotation,full,77693,0,0,0,2,0
kotlin-mozilla-firefox-firefox-add-one-annotation,minimal,77693,0,0,0,2,0
kotlin-mozilla-firefox-firefox-add-one-line,full,239200,0,0,0,2,0
kotlin-mozilla-firefox-firefox-add-one-line,minimal,239200,0,0,0,2,0
kotlin-mozilla-firefox-firefox-add-one-line-2,full,37738,0,0,0,2,0
kotlin-mozilla-firefox-firefox-add-one-line-2,minimal,37738,0,0,0,2,0
kotlin-mozilla-firefox-firefox-rename,full,1899,0,0,0,1,0
kotlin-mozilla-firefox-firefox-rename,minimal,1899,0,0,0,1,0
kotlin-nextcloud-android-add-one-annotation,full,248816,0,0,0,2,0
kotlin-nextcloud-android-add-one-annotation,minimal,248816,0,0,0,2,0
kotlin-nextcloud-android-add-param,full,1662,8,8,0,1,0
kotlin-nextcloud-android-add-param,minimal,1662,0,0,0,1,0
kotlin-nextcloud-android-add-param-to-class,full,903,0,0,0,2,0
kotlin-nextcloud-android-add-param-to-class,minimal,903,1,1,0,2,0
kotlin-nextcloud-android-different-function,full,1392,0,0,0,1,0
kotlin-nextcloud-android-different-function,minimal,1392,0,0,0,1,0
kotlin-nextcloud-android-real-small-change,full,1305,0,0,0,1,0
kotlin-nextcloud-android-real-small-change,minimal,1305,0,0,0,1,0
kotlin-nextcloud-android-remove-function,full,3159,8,8,0,1,0
kotlin-nextcloud-android-remove-function,minimal,3159,0,0,0,1,0
kotlin-nextcloud-android-remove-one-argument,full,28578,0,0,0,2,0
kotlin-nextcloud-android-remove-one-argument,minimal,28578,0,0,0,2,0
kotlin-nextcloud-android-remove-one-argument-2,full,5988,0,0,0,2,0
kotlin-nextcloud-android-remove-one-argument-2,minimal,5988,0,0,0,2,0
kotlin-nextcloud-android-remove-one-import,full,244728,0,0,0,1,0
kotlin-nextcloud-android-remove-one-import,minimal,244728,0,0,0,1,0
kotlin-nextcloud-android-rename,full,1204,2,2,0,2,1
kotlin-nextcloud-android-rename,minimal,1204,0,0,0,2,1
kotlin-nextcloud-android-rename-field,full,1204,0,0,0,1,0
kotlin-nextcloud-android-rename-field,minimal,1204,0,0,0,1,0
kotlin-nextcloud-android-small-change,full,1436,100,100,0,2,0
kotlin-nextcloud-android-small-change,minimal,1436,30,30,0,2,0
kotlin-nextcloud-android-whitespace-only,full,5777,0,0,0,1,0
kotlin-nextcloud-android-whitespace-only,minimal,5777,0,0,0,1,0
kotlin-refactor-function,full,698,378,214,378,2,0
kotlin-refactor-function,minimal,698,362,236,372,2,0
kotlin-rustdesk-rustdesk-add-func,full,1766,0,0,0,2,0
kotlin-rustdesk-rustdesk-add-func,minimal,1766,0,0,0,2,0
lua-awesomewm-awesome-add-comment,full,1748,0,0,0,1,0
lua-awesomewm-awesome-add-comment,minimal,1748,0,0,0,1,0
lua-awesomewm-awesome-add-deprecation-notice-to-comment,full,42444,0,0,0,2,0
lua-awesomewm-awesome-add-deprecation-notice-to-comment,minimal,42444,0,0,0,2,0
lua-awesomewm-awesome-add-func,full,1057,0,0,0,1,0
lua-awesomewm-awesome-add-func,minimal,1057,0,0,0,1,0
lua-awesomewm-awesome-add-func-call,full,1678,0,0,0,1,0
lua-awesomewm-awesome-add-func-call,minimal,1678,0,0,0,1,0
lua-awesomewm-awesome-add-h-to-align,full,1358,20,20,0,2,0
lua-awesomewm-awesome-add-h-to-align,minimal,1358,2,2,0,2,0
lua-awesomewm-awesome-add-noreturn-comment,full,7629,0,0,0,1,0
lua-awesomewm-awesome-add-noreturn-comment,minimal,7629,0,0,0,1,0
lua-awesomewm-awesome-add-to-table-constructor,full,164,0,0,0,2,0
lua-awesomewm-awesome-add-to-table-constructor,minimal,164,2,2,0,2,0
lua-awesomewm-awesome-comment-only,full,1224,0,0,0,1,0
lua-awesomewm-awesome-comment-only,minimal,1224,0,0,0,1,0
lua-awesomewm-awesome-comment-only-2,full,1222,0,0,0,1,0
lua-awesomewm-awesome-comment-only-2,minimal,1222,0,0,0,1,0
lua-awesomewm-awesome-fix-one-byte-typo-in-comment,full,6848,0,0,0,1,0
lua-awesomewm-awesome-fix-one-byte-typo-in-comment,minimal,6848,0,0,0,1,0
lua-awesomewm-awesome-halign,full,1652,10,10,0,2,0
lua-awesomewm-awesome-halign,minimal,1652,1,1,0,2,0
lua-awesomewm-awesome-insert,full,1523,0,0,0,1,0
lua-awesomewm-awesome-insert,minimal,1523,0,0,0,1,0
lua-awesomewm-awesome-insert-only,full,2587,82,0,82,1,0
lua-awesomewm-awesome-insert-only,minimal,2587,82,0,82,1,0
lua-awesomewm-awesome-update-comment,full,554,0,0,0,1,0
lua-awesomewm-awesome-update-comment,minimal,554,0,0,0,1,0
lua-neovim-neovim-add-leading-comment,full,4933,0,0,0,1,0
lua-neovim-neovim-add-leading-comment,minimal,4933,0,0,0,1,0
lua-neovim-neovim-rename,full,1369,18,18,0,2,0
lua-neovim-neovim-rename,minimal,1369,9,9,0,2,0
php-nextcloud-server-add-a-few-types,full,1333,0,0,0,1,0
php-nextcloud-server-add-a-few-types,minimal,1333,0,0,0,1,0
php-nextcloud-server-add-declare,full,474,0,0,0,1,0
php-nextcloud-server-add-declare,minimal,474,0,0,0,1,0
php-nextcloud-server-add-declare-2,full,732,0,0,0,1,0
php-nextcloud-server-add-declare-2,minimal,732,0,0,0,1,0
php-nextcloud-server-add-declare-3,full,758,0,0,0,1,0
php-nextcloud-server-add-declare-3,minimal,758,0,0,0,1,0
php-nextcloud-server-add-declare-4,full,1102,0,0,0,1,0
php-nextcloud-server-add-declare-4,minimal,1102,0,0,0,1,0
php-nextcloud-server-add-declare-5,full,902,0,0,0,1,0
php-nextcloud-server-add-declare-5,minimal,902,0,0,0,1,0
php-nextcloud-server-add-declare-6,full,888,0,0,0,1,0
php-nextcloud-server-add-declare-6,minimal,888,0,0,0,1,0
php-nextcloud-server-add-declare-7,full,1022,0,0,0,1,0
php-nextcloud-server-add-declare-7,minimal,1022,0,0,0,1,0
php-nextcloud-server-add-one-element-to-array-init,full,569715,0,0,0,2,0
php-nextcloud-server-add-one-element-to-array-init,minimal,569715,0,0,0,2,0
php-nextcloud-server-add-readonly,full,1227,0,0,0,1,0
php-nextcloud-server-add-readonly,minimal,1227,0,0,0,1,0
php-nextcloud-server-real-small-change,full,1223,10,10,0,2,0
php-nextcloud-server-real-small-change,minimal,1223,59,59,0,2,0
php-wordpress-wordpress-add-one-require-statement,full,60431,0,0,0,1,0
php-wordpress-wordpress-add-one-require-statement,minimal,60431,0,0,0,1,0
php-wordpress-wordpress-not-sure-if-this-parses-correctly,full,576829,51,24,52,2,0
php-wordpress-wordpress-not-sure-if-this-parses-correctly,minimal,576829,48,23,50,2,0
php-wordpress-wordpress-one-line-file-insert-and-update,full,711,99,99,0,2,0
php-wordpress-wordpress-one-line-file-insert-and-update,minimal,711,8,8,0,2,0
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,full,934,350,350,0,2,0
php-wordpress-wordpress-one-line-file-with-real-insert-and-update,minimal,934,8,8,0,2,0
php-wordpress-wordpress-remove-one-todo-comment,full,98240,0,0,0,2,0
php-wordpress-wordpress-remove-one-todo-comment,minimal,98240,0,0,0,2,0
php-wordpress-wordpress-version,full,348,0,0,0,1,0
php-wordpress-wordpress-version,minimal,348,0,0,0,1,0
php-wordpress-wordpress-version-2,full,732,0,0,0,1,0
php-wordpress-wordpress-version-2,minimal,732,0,0,0,1,0
php-wordpress-wordpress-version-3,full,3636,0,0,0,1,0
php-wordpress-wordpress-version-3,minimal,3636,0,0,0,1,0
php-wordpress-wordpress-version-4,full,25302,0,0,0,1,0
php-wordpress-wordpress-version-4,minimal,25302,0,0,0,1,0
php-wordpress-wordpress-version-5,full,524,0,0,0,1,0
php-wordpress-wordpress-version-5,minimal,524,0,0,0,1,0
php-wordpress-wordpress-version-6,full,370,0,0,0,1,0
php-wordpress-wordpress-version-6,minimal,370,0,0,0,1,0
php-wordpress-wordpress-version-7,full,524,0,0,0,1,0
php-wordpress-wordpress-version-7,minimal,524,0,0,0,1,0
php-wordpress-wordpress-version-8,full,166,0,0,0,1,0
php-wordpress-wordpress-version-8,minimal,166,0,0,0,1,0
python-add-remove-block,full,1014,1,1,0,2,0
python-add-remove-block,minimal,1014,0,0,0,2,0
python-added-if-block,full,1409,12,12,0,2,0
python-added-if-block,minimal,1409,0,0,0,2,0
python-added-if-block-small,full,141,10,10,0,2,0
python-added-if-block-small,minimal,141,0,0,0,2,0
python-ansible-ansible-add-comment,full,1824,2,2,0,2,0
python-ansible-ansible-add-comment,minimal,1824,0,0,0,2,0
python-api-change,full,1528,154,154,0,2,0
python-api-change,minimal,1528,4,4,0,2,0
python-bugfix-loop,full,1289,22,22,0,2,0
python-bugfix-loop,minimal,1289,4,4,0,2,0
python-langchain-ai-langchain-version-change,full,124,0,0,0,1,0
python-langchain-ai-langchain-version-change,minimal,124,0,0,0,1,0
python-langflow-ai-langflow-bob,full,91,0,0,0,1,0
python-langflow-ai-langflow-bob,minimal,91,0,0,0,1,0
python-langflow-ai-langflow-real-small-change,full,839,4,4,0,2,0
python-langflow-ai-langflow-real-small-change,minimal,839,0,0,0,2,0
python-nvbn-thefuck-add-three-arguments,full,444,0,0,0,1,0
python-nvbn-thefuck-add-three-arguments,minimal,444,0,0,0,1,0
python-nvbn-thefuck-small-change,full,1146,0,0,0,1,0
python-nvbn-thefuck-small-change,minimal,1146,0,0,0,1,0
python-nvbn-thefuck-small-change-2,full,700,0,0,0,1,0
python-nvbn-thefuck-small-change-2,minimal,700,0,0,0,1,0
python-nvbn-thefuck-small-change-3,full,1294,0,0,0,1,0
python-nvbn-thefuck-small-change-3,minimal,1294,0,0,0,1,0
python-nvbn-thefuck-stdout-stderr-change,full,940,0,0,0,1,0
python-nvbn-thefuck-stdout-stderr-change,minimal,940,0,0,0,1,0
python-odoo-odoo-add-import,full,257,0,0,0,1,0
python-odoo-odoo-add-import,minimal,257,0,0,0,1,0
python-odoo-odoo-add-import-2,full,268,0,0,0,1,0
python-odoo-odoo-add-import-2,minimal,268,0,0,0,1,0
python-odoo-odoo-add-two-imports,full,296,0,0,0,1,0
python-odoo-odoo-add-two-imports,minimal,296,0,0,0,1,0
python-odoo-odoo-version,full,1788,2,2,0,1,0
python-odoo-odoo-version,minimal,1788,2,2,0,1,0
python-openhands-openhands-small-change,full,1473,127,127,0,2,0
python-openhands-openhands-small-change,minimal,1473,115,115,0,2,0
python-paddlepaddle-paddleocr-remove-import,full,168,0,0,0,1,0
python-paddlepaddle-paddleocr-remove-import,minimal,168,0,0,0,1,0
python-refactoring,full,1034,0,0,0,2,0
python-refactoring,minimal,1034,1,1,0,2,0
python-scrapy-scrapy-comment-update,full,1119,0,0,0,1,0
python-scrapy-scrapy-comment-update,minimal,1119,0,0,0,1,0
python-ytdl-org-youtube-dl-version-update,full,136,0,0,0,1,0
python-ytdl-org-youtube-dl-version-update,minimal,136,0,0,0,1,0
python-ytdl-org-youtube-dl-version-update-2,full,136,0,0,0,1,0
python-ytdl-org-youtube-dl-version-update-2,minimal,136,0,0,0,1,0
ruby-homebrew-brew-add-extends,full,13189,0,0,0,2,0
ruby-homebrew-brew-add-extends,minimal,13189,0,0,0,2,0
ruby-homebrew-brew-version,full,563,0,0,0,1,0
ruby-homebrew-brew-version,minimal,563,0,0,0,1,0
ruby-jekyll-jekyll-version,full,138,0,0,0,1,0
ruby-jekyll-jekyll-version,minimal,138,0,0,0,1,0
ruby-jekyll-jekyll-version-2,full,142,0,0,0,1,0
ruby-jekyll-jekyll-version-2,minimal,142,0,0,0,1,0
ruby-jekyll-jekyll-version-3,full,142,0,0,0,1,0
ruby-jekyll-jekyll-version-3,minimal,142,0,0,0,1,0
ruby-jekyll-jekyll-version-4,full,138,0,0,0,1,0
ruby-jekyll-jekyll-version-4,minimal,138,0,0,0,1,0
ruby-jekyll-jekyll-version-5,full,138,0,0,0,1,0
ruby-jekyll-jekyll-version-5,minimal,138,0,0,0,1,0
ruby-jekyll-jekyll-version-6,full,138,0,0,0,1,0
ruby-jekyll-jekyll-version-6,minimal,138,0,0,0,1,0
ruby-jekyll-jekyll-version-7,full,138,0,0,0,1,0
ruby-jekyll-jekyll-version-7,minimal,138,0,0,0,1,0
ruby-jekyll-jekyll-whitespace-only-4,full,2595,0,0,0,1,0
ruby-jekyll-jekyll-whitespace-only-4,minimal,2595,0,0,0,1,0
ruby-mastodon-mastodon-add-func-and-attribute,full,806,10,10,0,2,0
ruby-mastodon-mastodon-add-func-and-attribute,minimal,806,0,0,0,2,0
ruby-mastodon-mastodon-add-method,full,415,0,0,0,2,0
ruby-mastodon-mastodon-add-method,minimal,415,0,0,0,2,0
ruby-mastodon-mastodon-add-one-call,full,162605,0,0,0,2,0
ruby-mastodon-mastodon-add-one-call,minimal,162605,0,0,0,2,0
ruby-mastodon-mastodon-add-one-line,full,577,0,0,0,2,0
ruby-mastodon-mastodon-add-one-line,minimal,577,0,0,0,2,0
ruby-mastodon-mastodon-insert-only,full,1493,0,0,0,2,0
ruby-mastodon-mastodon-insert-only,minimal,1493,1,1,0,2,0
ruby-mastodon-mastodon-move,full,1562,209,0,209,2,0
ruby-mastodon-mastodon-move,minimal,1562,203,6,209,2,0
ruby-mastodon-mastodon-normal-change,full,567,54,34,23,2,0
ruby-mastodon-mastodon-normal-change,minimal,567,22,0,22,2,0
ruby-mastodon-mastodon-one-operator,full,1336,0,0,0,1,0
ruby-mastodon-mastodon-one-operator,minimal,1336,0,0,0,1,0
ruby-mastodon-mastodon-rare-example-of-true-move,full,978,152,0,152,2,0
ruby-mastodon-mastodon-rare-example-of-true-move,minimal,978,146,6,152,2,0
ruby-mastodon-mastodon-smal-change,full,857,27,27,0,2,0
ruby-mastodon-mastodon-smal-change,minimal,857,6,6,0,2,0
rust-add-comments-and-real-new-logic,full,34087,270,12,278,2,0
rust-add-comments-and-real-new-logic,minimal,34087,230,4,232,2,0
rust-add-if,full,276,3,3,0,2,0
rust-add-if,minimal,276,0,0,0,2,0
rust-add-to-existing-use,full,143,4,4,0,2,0
rust-add-to-existing-use,minimal,143,16,16,0,2,0
rust-add-value-to-enum,full,1448,0,0,0,2,0
rust-add-value-to-enum,minimal,1448,0,0,0,2,0
rust-adding-a-variable-and-test-with-comments,full,249112,765,760,5,2,0
rust-adding-a-variable-and-test-with-comments,minimal,249112,18,12,6,2,0
rust-adding-many-identical-cfg-test-statements-to-a-signle-file-doesnt-prefer-the-local-insert-but-rather-goes-to-some-other-existing-cfg,full,12189,0,0,0,1,0
rust-adding-many-identical-cfg-test-statements-to-a-signle-file-doesnt-prefer-the-local-insert-but-rather-goes-to-some-other-existing-cfg,minimal,12189,0,0,0,1,0
rust-adding-to-a-list-of-identical-attributes-should-favour-near-matches,full,26704,0,0,0,1,0
rust-adding-to-a-list-of-identical-attributes-should-favour-near-matches,minimal,26704,0,0,0,1,0
rust-algorithm-change,full,972,272,164,179,2,1
rust-algorithm-change,minimal,972,166,82,101,2,1
rust-cost-optimization,full,1456,37,37,0,2,0
rust-cost-optimization,minimal,1456,38,38,0,2,0
rust-data-structure,full,812,61,61,0,2,0
rust-data-structure,minimal,812,61,61,0,2,0
rust-error-handling,full,698,34,20,30,2,0
rust-error-handling,minimal,698,27,0,27,2,0
rust-firefox-webrenderer-borders,full,23332,44,44,0,2,0
rust-firefox-webrenderer-borders,minimal,23332,4,4,0,2,0
rust-gyulyvgc-sniffnet-add-mod,full,149,0,0,0,1,0
rust-gyulyvgc-sniffnet-add-mod,minimal,149,0,0,0,1,0
rust-gyulyvgc-sniffnet-add-mod-2,full,155,0,0,0,1,0
rust-gyulyvgc-sniffnet-add-mod-2,minimal,155,0,0,0,1,0
rust-gyulyvgc-sniffnet-add-mod-3,full,110,0,0,0,1,0
rust-gyulyvgc-sniffnet-add-mod-3,minimal,110,0,0,0,1,0
rust-gyulyvgc-sniffnet-remoev-attribute,full,678,0,0,0,1,0
rust-gyulyvgc-sniffnet-remoev-attribute,minimal,678,0,0,0,1,0
rust-gyulyvgc-sniffnet-rename-one-identifier,full,136765,42,42,0,2,0
rust-gyulyvgc-sniffnet-rename-one-identifier,minimal,136765,10,10,0,2,0
rust-hash-optimization,full,1538,101,54,121,2,0
rust-hash-optimization,minimal,1538,109,58,117,2,0
rust-hello-world-added-message,full,146,0,0,0,2,0
rust-hello-world-added-message,minimal,146,0,0,0,2,0
rust-hello-world-removed-message,full,146,0,0,0,2,0
rust-hello-world-removed-message,minimal,146,0,0,0,2,0
rust-leetcode-1-bugfix,full,1423,0,0,0,2,0
rust-leetcode-1-bugfix,minimal,1423,0,0,0,2,0
rust-multi-map-duplicate-calls,full,105,58,70,22,2,0
rust-multi-map-duplicate-calls,minimal,105,30,42,18,2,0
rust-next-font-imports-generator,full,21155,1459,1459,0,2,0
rust-next-font-imports-generator,minimal,21155,546,3207,2803,2,0
rust-no-change,full,2426,0,0,0,1,0
rust-no-change,minimal,2426,0,0,0,1,0
rust-protocolbuffers-protobuf-add-enum-variant,full,4137,0,0,0,2,0
rust-protocolbuffers-protobuf-add-enum-variant,minimal,4137,0,0,0,2,0
rust-protocolbuffers-protobuf-add-two-attributes,full,4204,2,1,1,1,0
rust-protocolbuffers-protobuf-add-two-attributes,minimal,4204,4,2,2,1,0
rust-rust-lang-rust-add-note-comment,full,1562,0,0,0,1,0
rust-rust-lang-rust-add-note-comment,minimal,1562,0,0,0,1,0
rust-rust-lang-rust-add-one-check,full,13083,0,0,0,2,0
rust-rust-lang-rust-add-one-check,minimal,13083,0,0,0,2,0
rust-rust-lang-rust-add-or-expression,full,18141,1,1,0,2,0
rust-rust-lang-rust-add-or-expression,minimal,18141,0,0,0,2,0
rust-rust-lang-rust-change-use,full,2383,167,157,22,2,1
