name,category,language,before_loc,after_loc,before_bytes,after_bytes,before_nodes,after_nodes,has_mapping,op_identical,op_update,op_match_but_not_identical,op_delete,op_delete_with_children,op_insert,op_insert_with_children,node_op_identical,node_op_update,node_op_match_but_not_identical,node_op_delete,node_op_delete_with_children,node_op_insert,node_op_insert_with_children,implicit_identical_nodes,paired_entries,depth_delta_0,depth_delta_1,depth_delta_2,depth_delta_3plus,reorder_signals,group_count,group_with_children,group_all_to_all,current_mismatches
rust-rustdesk-rustdesk-add-two-values-to-slice,small,Rust,731,733,63335,63406,9332,9356,true,9328,0,4,0,0,2,2,18656,0,8,0,0,2,22,0,9332,9332,0,0,0,0,0,0,0,0
rust-rustdesk-rustdesk-large-file-40k-normal-feature-work,small,Rust,4495,4593,186610,190698,44940,46060,true,44744,0,93,20,0,18,36,89605,0,186,20,0,18,1171,117,44837,44685,47,105,0,0,29,0,0,40
rust-rustdesk-rustdesk-move-list-item-with-insert,stratified,Rust,743,743,54033,54039,9671,9671,true,9662,2,7,0,0,0,0,19324,4,14,0,0,0,0,0,9671,9671,0,0,0,2,0,0,0,0
rust-rustdesk-rustdesk-string-constant-change,small,Rust,718,718,47464,47458,9413,9413,true,9406,1,6,0,0,0,0,18812,2,12,0,0,0,0,0,9413,9413,0,0,0,0,0,0,0,0
rust-skim-rs-skim-format-string,full,Rust,134,134,4426,4424,1198,1196,true,1186,1,9,2,0,0,0,2372,2,18,2,0,0,0,0,1196,1196,0,0,0,0,0,0,0,0
rust-small-addition-with-reuse-of-binary-expressions,handmade,Rust,3546,3571,162401,164430,26544,26626,true,26517,0,27,0,0,60,1,53034,0,54,0,0,60,22,0,26544,26533,11,0,0,0,0,0,0,10
rust-sniffnet-protocol,handmade,Rust,47,51,1330,1531,415,480,true,394,1,20,0,0,65,0,788,2,40,0,0,65,0,0,415,415,0,0,0,0,0,0,0,0
rust-some-to-const-slice,handmade,Rust,226,338,9984,14052,2278,3439,true,0,0,0,0,0,0,0,5717,0,0,0,0,0,0,5717,0,0,0,0,0,0,0,0,0,0
rust-tauri-api-build-1,handmade,Rust,51,52,1761,1777,451,456,true,437,0,14,0,0,5,0,874,0,28,0,0,5,0,0,451,451,0,0,0,0,0,0,0,0
rust-tauri-api-build-2,handmade,Rust,52,52,1777,1773,456,453,true,445,1,7,3,0,0,0,890,2,14,3,0,0,0,0,453,453,0,0,0,0,0,0,0,0
rust-tauri-apps-tauri-add-doccomment-empty-line,stratified,Rust,3189,3189,115160,115165,26081,26086,true,26078,0,3,0,0,0,1,52156,0,6,0,0,0,5,0,26081,26081,0,0,0,0,0,0,0,0
rust-tauri-apps-tauri-add-path-to-const-string,stratified,Rust,265,265,8720,8736,2671,2671,true,2663,1,7,0,0,0,0,5326,2,14,0,0,0,0,0,2671,2671,0,0,0,0,0,0,0,0
rust-tauri-apps-tauri-add-pub-to-mod,stratified,Rust,341,341,7781,7785,2595,2597,true,2593,0,2,0,0,2,0,5186,0,4,0,0,2,0,0,2595,2595,0,0,0,0,0,0,0,0
rust-tauri-apps-tauri-add-to-list,stratified,Rust,249,249,7979,7992,2093,2095,true,2087,0,6,0,0,2,0,4174,0,12,0,0,2,0,0,2093,2093,0,0,0,0,0,0,0,0
rust-tauri-apps-tauri-add-use-and-function,stratified,Rust,19,21,711,797,115,136,true,109,0,6,0,0,3,2,218,0,12,0,0,3,18,0,115,115,0,0,0,0,0,0,0,0
rust-tauri-apps-tauri-fix-typo-in-string-constant,stratified,Rust,291,291,9630,9630,2922,2922,true,2914,1,7,0,0,0,0,5828,2,14,0,0,0,0,0,2922,2922,0,0,0,0,0,0,0,0
rust-tauri-apps-tauri-rename-mod,stratified,Rust,6,6,169,171,19,19,true,16,1,2,0,0,0,0,32,2,4,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0
rust-tauri-cli-ios-dev,handmade,Rust,332,332,10308,10309,2580,2582,true,2574,0,6,0,0,2,0,5148,0,12,0,0,2,0,0,2580,2546,34,0,0,0,0,0,0,0
rust-tiffany352-rink-rs-real-change,full,Rust,482,342,14688,10385,4365,2905,true,2665,6,43,45,14,29,10,5348,12,86,45,1600,29,150,18,2714,2656,23,34,1,0,6,0,5,35
rust-turbopack-module-rule,handmade,Rust,224,276,8559,11005,1775,2150,true,1669,1,27,5,2,260,8,3432,2,54,5,22,260,150,94,1697,1586,0,47,64,0,0,0,0,62
rust-turbopack-persistence-tools-main,handmade,Rust,66,67,2120,2171,457,468,true,445,1,11,0,0,11,0,890,2,22,0,0,11,0,0,457,457,0,0,0,0,0,0,0,0
rust-tursodatabase-turso-unwrap-to-expect,full,Rust,101,103,2937,3023,817,825,true,800,2,15,0,0,0,2,1600,4,30,0,0,0,8,0,817,817,0,0,0,0,0,0,0,0
rust-vercel-next-add-mode,stratified,Rust,4,5,92,115,37,46,true,36,0,1,0,0,0,1,72,0,2,0,0,0,9,0,37,37,0,0,0,0,0,0,0,0
rust-vercel-next-remove-mod,stratified,Rust,2,1,36,16,13,7,true,6,0,1,0,1,0,0,12,0,2,0,6,0,0,0,7,7,0,0,0,0,0,0,0,0
rust-vercel-next-simple-identifier-change,stratified,Rust,395,395,10760,10751,2627,2627,true,2621,1,5,0,0,0,0,5242,2,10,0,0,0,0,0,2627,2627,0,0,0,0,0,0,0,0
rust-vercel-nextjs-move-from-one-struct-to-another-and-add-some-code,small,Rust,219,227,6934,7193,1344,1380,true,1272,13,56,2,1,1,2,2544,26,112,2,1,1,38,0,1341,1341,0,0,0,0,0,0,0,0
rust-vercel-nextjs-refactoring-would-require-mulitmap-mapping,small,Rust,1220,1203,46885,46289,9089,9073,true,8911,9,15,10,0,10,1,18088,18,30,10,0,10,6,266,8935,8856,3,3,73,0,1,0,0,10
rust-weggli-rs-weggli-move-import-around-and-formatting-change,full,Rust,473,472,15464,15490,3861,3861,true,3860,0,1,0,0,0,0,7720,0,2,0,0,0,0,0,3861,3861,0,0,0,1,0,0,0,0
rust-xou816-spot-add-Some-around-existing-code,full,Rust,283,283,8419,8425,2383,2388,true,2375,0,8,0,0,5,0,4750,0,16,0,0,5,0,0,2383,2377,0,6,0,0,0,0,0,0
rust-yannjor-krabby-actual-normal-change,full,Rust,232,118,6926,3086,2139,783,true,510,7,42,13,5,65,3,1336,14,84,13,1395,65,15,316,559,551,8,0,0,0,0,0,0,147
rust-zed-git-panel-settings,handmade,Rust,71,73,2679,2763,605,627,true,596,0,9,0,0,22,0,1192,0,18,0,0,22,0,0,605,605,0,0,0,0,0,0,0,0
rust-zed-industries-zed-add-argument,small,Rust,6142,6148,219899,220123,53901,53939,true,53819,0,82,0,0,6,5,107638,0,164,0,0,6,32,0,53901,53901,0,0,0,0,0,0,0,0
rust-zed-industries-zed-add-mod,stratified,Rust,5,6,103,125,31,37,true,30,0,1,0,0,0,1,60,0,2,0,0,0,6,0,31,31,0,0,0,0,0,0,0,0
rust-zed-industries-zed-change-mod-and-use,stratified,Rust,5,7,99,160,27,40,true,26,0,1,0,0,0,2,52,0,2,0,0,0,13,0,27,27,0,0,0,0,0,0,0,0
rust-zed-industries-zed-change-mods,stratified,Rust,8,9,164,183,60,53,true,39,0,1,0,1,0,2,78,0,2,0,20,0,13,0,40,40,0,0,0,0,0,0,0,0
rust-zed-workspace-tasks,handmade,Rust,136,330,4568,11735,1077,2998,true,1010,5,35,26,0,42,5,2023,10,70,26,0,42,1904,3,1050,820,11,0,219,0,1,0,0,117
scala-com-lihaoyi-mill-add-a-function-call,full,Scala,38,43,1125,1216,312,330,true,304,0,8,0,0,18,0,608,0,16,0,0,18,0,0,312,311,0,1,0,0,0,0,0,2
scala-com-lihaoyi-mill-add-a-member-to-expression-chains,full,Scala,467,470,16669,16836,3276,3345,true,3198,2,54,1,0,58,0,6450,4,108,1,0,58,0,54,3254,3232,9,0,13,0,9,0,0,3
scala-com-lihaoyi-mill-add-one-argument,full,Scala,42,43,906,930,233,238,true,228,0,5,0,0,1,1,456,0,10,0,0,1,4,0,233,233,0,0,0,0,0,0,0,0
scala-com-lihaoyi-mill-assert-format-string-change,full,Scala,87,87,2933,2958,699,699,true,673,2,24,0,0,0,0,1346,4,48,0,0,0,0,0,699,699,0,0,0,0,0,0,0,0
scala-com-lihaoyi-mill-change-from-one-function-to-other-and-delete-a-function,full,Scala,477,467,17115,16669,3416,3276,true,3232,2,26,0,2,12,0,6470,4,52,0,154,12,0,6,3260,3251,9,0,0,0,2,0,0,5
scala-com-lihaoyi-mill-expand-import-path,full,Scala,254,254,9033,9042,2245,2247,true,2243,0,2,0,0,2,0,4486,0,4,0,0,2,0,0,2245,2245,0,0,0,0,0,0,0,0
scala-com-lihaoyi-mill-new-import-used-to-remove-a-lot-of-code,full,Scala,249,214,8791,6797,2087,1492,true,1265,2,36,45,20,106,2,2533,4,72,45,738,106,81,3,1303,1213,12,74,4,0,1,0,0,53
scala-com-lihaoyi-mill-only-change-failure-strings,full,Scala,83,83,3363,3383,632,632,true,577,3,52,0,0,0,0,1154,6,104,0,0,0,0,0,632,632,0,0,0,0,0,0,0,0
scala-com-lihaoyi-mill-real-small-change,full,Scala,92,108,2769,3198,971,1150,true,928,4,21,14,0,7,4,1862,8,42,14,0,7,188,6,953,951,0,2,0,0,2,0,0,2
scala-com-lihaoyi-mill-small-change,full,Scala,117,117,4366,4371,808,814,true,795,2,9,0,0,2,0,1598,4,18,0,0,2,0,8,806,806,0,0,0,0,2,0,0,4
scala-com-lihaoyi-mill-small-refactoring,full,Scala,74,74,2358,2370,571,576,true,549,1,18,1,0,4,0,1104,2,36,1,0,4,0,6,568,562,6,0,0,0,2,0,0,2
scala-com-lihaoyi-mill-split-import,full,Scala,610,611,20331,20361,5602,5609,true,5597,0,3,1,0,7,0,11197,0,6,1,0,7,0,3,5600,5600,0,0,0,0,1,0,0,1
scala-com-lihaoyi-mill-split-import-2,full,Scala,41,42,1321,1349,328,332,true,321,0,2,4,0,7,0,645,0,4,4,0,7,0,3,323,322,1,0,0,0,1,0,0,8
scala-com-lihaoyi-mill-split-two-asserts-into-six-two-times,full,Scala,54,59,1836,2146,347,510,true,252,0,11,0,0,0,0,835,0,22,0,0,0,0,331,263,263,0,0,0,0,0,0,0,0
scala-com-lihaoyi-mill-version-string-change,full,Scala,342,342,15310,15310,2167,2167,true,2159,0,8,0,0,0,0,4318,0,16,0,0,0,0,0,2167,2167,0,0,0,0,0,0,0,0
scala-sirthias-parboiled-value-change,full,Scala,21,21,896,897,239,239,true,231,2,6,0,0,0,0,462,4,12,0,0,0,0,0,239,239,0,0,0,0,0,0,0,0
scala-xerial-xerial-java-actual-code-change,full,Scala,178,179,5175,5431,1096,1137,true,1047,0,14,3,1,7,2,2162,0,28,3,10,7,23,68,1061,1050,2,5,4,0,12,0,0,4
scala-ymnk-jzlib-add-a-test-case,full,Scala,56,90,1191,2199,333,587,true,328,1,4,0,0,0,8,656,2,8,0,0,0,254,0,333,333,0,0,0,0,0,0,0,0
scala-ymnk-jzlib-add-one-test-case,full,Scala,151,205,3924,5284,1175,1624,true,1172,0,3,0,0,0,1,2344,0,6,0,0,0,449,0,1175,1175,0,0,0,0,0,0,0,0
scala-ymnk-jzlib-interesting-probably-has-no-optimal-solution,full,Scala,41,39,1077,959,240,217,true,202,3,7,8,2,2,0,409,6,14,8,18,2,0,5,212,207,5,0,0,0,1,0,0,0
shellscript-ansible-ansible-a-small-add,stratified,ShellScript,6,8,304,336,38,45,true,36,0,2,0,0,1,1,72,0,4,0,0,1,6,0,38,38,0,0,0,0,0,0,0,0
shellscript-ansible-ansible-add-commadn,stratified,ShellScript,5,7,80,162,18,34,true,17,0,1,0,0,0,1,34,0,2,0,0,0,16,0,18,18,0,0,0,0,0,0,0,0
shellscript-ansible-ansible-add-variable-and-string-expansion,small,ShellScript,89,90,3494,3543,711,730,true,701,1,9,0,0,1,2,1402,2,18,0,0,1,18,0,711,711,0,0,0,0,0,0,0,0
shellscript-ansible-ansible-only-insert,stratified,ShellScript,11,21,372,616,47,88,true,46,0,1,0,0,0,7,92,0,2,0,0,0,41,0,47,47,0,0,0,0,0,0,0,0
shellscript-ansible-ansible-simple-deletion,small,ShellScript,9,7,207,148,47,38,true,37,0,1,0,2,0,0,74,0,2,0,9,0,0,0,38,38,0,0,0,0,0,0,0,0
shellscript-ansible-ansible-small-add,stratified,ShellScript,5,9,68,118,17,26,true,16,0,1,0,0,0,2,32,0,2,0,0,0,9,0,17,17,0,0,0,0,0,0,0,0
shellscript-ansible-ansible-small-change,stratified,ShellScript,21,25,576,684,100,119,true,96,1,3,0,0,0,2,192,2,6,0,0,0,19,0,100,100,0,0,0,0,0,0,0,0
shellscript-docker-docker-bench-security-move-all-functions-by-one-and-add-one-to-the-end,full,ShellScript,1238,1255,44020,44630,9447,9589,true,9245,33,169,0,0,4,1,18490,66,338,0,0,4,138,0,9447,9447,0,0,0,0,0,0,0,334
shellscript-fleetingheart-ksre-multiline-string-change,full,ShellScript,112,113,2383,2391,568,568,true,562,1,5,0,0,0,0,1124,2,10,0,0,0,0,0,568,568,0,0,0,0,0,0,0,0
shellscript-genymobile-scrcpy-add-two-flags,small,ShellScript,106,106,2836,2852,630,632,true,628,0,2,0,0,2,0,1256,0,4,0,0,2,0,0,630,630,0,0,0,0,0,0,0,0
shellscript-genymobile-scrcpy-insert-only,stratified,ShellScript,11,12,279,316,82,90,true,79,0,3,0,0,0,1,158,0,6,0,0,0,8,0,82,82,0,0,0,0,0,0,0,0
shellscript-genymobile-scrcpy-version,stratified,ShellScript,21,21,675,675,114,114,true,109,2,3,0,0,0,0,218,4,6,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0
shellscript-genymobile-scrcpy-version-2,stratified,ShellScript,21,21,679,679,114,114,true,109,2,3,0,0,0,0,218,4,6,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0
shellscript-go-delve-delve-add-if,full,ShellScript,89,94,2157,2234,668,698,true,667,0,1,0,0,0,1,1334,0,2,0,0,0,30,0,668,668,0,0,0,0,0,0,0,0
shellscript-hgst-libzbc-add-variable,full,ShellScript,13,15,335,354,27,34,true,26,0,1,0,0,0,1,52,0,2,0,0,0,7,0,27,27,0,0,0,0,0,0,0,0
shellscript-imapsync-imapsync-add-some-test-cases-and-a-few-other-changes,full,ShellScript,7685,7733,239783,241564,25012,25227,true,25003,1,7,1,0,1,4,50006,2,14,1,0,1,215,0,25011,25011,0,0,0,0,0,0,0,0
shellscript-jesseduffield-lazygit-version,stratified,ShellScript,8,8,183,183,31,31,true,27,1,3,0,0,0,0,54,2,6,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0
shellscript-langchain-ai-langchain-some-interesting-raw-string-to-string-content,small,ShellScript,17,18,399,531,78,105,true,71,0,6,1,0,10,1,142,0,12,1,0,10,18,0,77,64,13,0,0,0,0,0,0,1
shellscript-maxsatula-ocp-small-change,full,ShellScript,12,12,379,383,68,68,true,65,1,2,0,0,0,0,130,2,4,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0
shellscript-microsoft-playwright-version,stratified,ShellScript,3,3,126,126,22,22,true,18,1,3,0,0,0,0,36,2,6,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0
shellscript-mongodb-mongo-small-change,stratified,ShellScript,22,19,446,368,86,79,true,74,1,3,1,2,1,0,148,2,6,1,7,1,0,0,78,78,0,0,0,0,0,0,0,0
shellscript-nextcloud-server-change-invocation-string,small,ShellScript,459,459,14241,14273,3045,3045,true,3034,1,10,0,0,0,0,6068,2,20,0,0,0,0,0,3045,3045,0,0,0,0,0,0,0,0
shellscript-nicolargo-glances-add-shebang,full,ShellScript,2,5,28,50,13,18,true,12,0,1,0,0,1,1,24,0,2,0,0,1,4,0,13,13,0,0,0,0,0,0,0,0
shellscript-nomad-software-vend-huge-multi-line-strings-updated,full,ShellScript,708,692,17711,17241,768,768,true,754,5,9,0,0,0,0,1508,10,18,0,0,0,0,0,768,768,0,0,0,0,0,0,0,0
shellscript-nvm-sh-nvm-add-one-line,stratified,ShellScript,58,59,2364,2410,543,561,true,542,0,1,0,0,0,1,1084,0,2,0,0,0,18,0,543,543,0,0,0,0,0,0,0,0
shellscript-nvm-sh-nvm-upgrade-version-string,small,ShellScript,4387,4387,142060,142060,33122,33122,true,33114,1,7,0,0,0,0,66228,2,14,0,0,0,0,0,33122,33122,0,0,0,0,0,0,0,0
shellscript-openhands-openhands-update-string-value,stratified,ShellScript,4,4,91,88,20,20,true,17,1,2,0,0,0,0,34,2,4,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0
shellscript-openlightingproject-ola-real-small-change,full,ShellScript,314,318,14437,14731,2193,2220,true,2188,0,4,1,0,1,3,4376,0,8,1,0,1,27,0,2192,2192,0,0,0,0,0,0,0,0
shellscript-paddlepaddle-paddleocr-insert-inside-a-string,stratified,ShellScript,5,5,293,305,16,16,true,9,3,4,0,0,0,0,18,6,8,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0
shellscript-pandas-dev-pandas-remove-one-line,stratified,ShellScript,124,123,5305,5245,760,755,true,752,0,3,1,1,0,0,1504,0,6,1,4,0,0,0,755,755,0,0,0,0,0,0,0,2
shellscript-pi-hole-pi-hole-add-comment,stratified,ShellScript,12,13,289,331,56,57,true,55,0,1,0,0,0,1,110,0,2,0,0,0,1,0,56,56,0,0,0,0,0,0,0,0
shellscript-pi-hole-pi-hole-sql-code-in-string-constant,small,ShellScript,1325,1325,53640,53658,8880,8880,true,8860,5,15,0,0,0,0,17720,10,30,0,0,0,0,0,8880,8880,0,0,0,0,0,0,0,0
shellscript-pytorch-pytorch-change-invocation-string,small,ShellScript,319,319,12524,12524,1988,1988,true,1983,1,4,0,0,0,0,3966,2,8,0,0,0,0,0,1988,1988,0,0,0,0,0,0,0,0
shellscript-ropery-ffcast-comment-only-change,full,ShellScript,196,196,6633,6669,1584,1584,true,1581,2,1,0,0,0,0,3162,4,2,0,0,0,0,0,1584,1584,0,0,0,0,0,0,0,0
shellscript-scikit-learn-scikit-learn-string-to-regex,small,ShellScript,138,138,5249,5247,756,752,true,743,0,9,4,0,0,0,1486,0,18,4,0,0,0,0,752,751,1,0,0,0,0,0,0,0
shellscript-scikit-learn-scikit-learn-version,stratified,ShellScript,24,24,584,584,134,134,true,130,1,3,0,0,0,0,260,2,6,0,0,0,0,0,134,134,0,0,0,0,0,0,0,0
shellscript-stgpetrovic-stacuist-pure-add,stratified,ShellScript,4,6,148,241,24,30,true,22,0,2,0,0,0,2,44,0,4,0,0,0,6,0,24,24,0,0,0,0,0,0,0,0
shellscript-stgpetrovic-stacuist-pure-add-2,stratified,ShellScript,6,8,241,370,30,40,true,29,0,1,0,0,0,2,58,0,2,0,0,0,10,0,30,30,0,0,0,0,0,0,0,0
shellscript-torvalds-linux-double-equals-to-equals,small,ShellScript,387,387,9029,9027,1056,1056,true,1047,0,9,0,0,0,0,2094,0,18,0,0,0,0,0,1056,1056,0,0,0,0,0,0,0,0
shellscript-vercel-next-change-command-params,stratified,ShellScript,5,5,216,221,29,29,true,25,1,3,0,0,0,0,50,2,6,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0
swift-apple-swift-argument-parser-if-to-guard,full,Swift,356,351,12050,11979,2059,2042,true,1998,6,26,5,5,12,0,3996,12,52,5,24,12,0,0,2030,2007,0,23,0,0,0,0,0,4
swift-apple-swift-argument-parser-refactor-and-improve-tests,full,Swift,102,118,2921,3352,837,969,true,809,0,20,0,0,22,9,1630,0,40,0,0,22,114,12,829,829,0,0,0,0,3,0,0,63
swift-apple-swift-argument-parser-remove-trimming-lines-function-call,full,Swift,309,306,9370,9125,1748,1623,true,1522,1,78,110,2,11,0,3077,2,156,110,15,11,0,33,1601,1379,0,221,1,0,11,0,0,2
swift-apple-swift-argument-parser-simplify-code,full,Swift,218,212,6737,6433,1960,1857,true,1849,0,6,81,2,0,0,3707,0,12,81,17,0,0,9,1855,1841,0,14,0,0,2,0,0,2
swift-apple-swift-argument-parser-small-change,full,Swift,111,110,3760,3743,955,952,true,919,0,6,0,4,0,2,1838,0,12,0,30,0,27,0,925,925,0,0,0,0,0,0,0,18
swift-logseq-logseq-add-real-feature-keypress-tracking,full,Swift,461,483,16545,17186,3663,3847,true,3652,1,10,0,0,0,3,7304,2,20,0,0,0,184,0,3663,3663,0,0,0,0,0,0,0,0
swift-logseq-logseq-insertions-only,full,Swift,82,142,2375,4528,728,1054,true,722,0,6,0,0,0,7,1444,0,12,0,0,0,326,0,728,728,0,0,0,0,0,0,0,0
swift-nextcloud-ios-actual-control-flow-change,small,Swift,326,326,18552,18615,3700,3701,true,3684,1,11,4,0,3,1,7368,2,22,4,0,3,2,0,3696,3696,0,0,0,0,0,0,0,2
swift-nextcloud-ios-actual-logic-added,small,Swift,171,189,8278,9102,1522,1707,true,1492,0,24,6,0,7,3,2984,0,48,6,0,7,184,0,1516,1516,0,0,0,0,0,0,0,0
swift-nextcloud-ios-add-4-functions,small,Swift,535,646,24623,28792,6382,7083,true,6379,0,3,0,0,4,24,12758,0,6,0,0,4,697,0,6382,6382,0,0,0,0,0,0,0,0
swift-nextcloud-ios-add-one-log-line,stratified,Swift,325,326,18489,18552,3683,3700,true,3671,0,12,0,0,0,1,7342,0,24,0,0,0,17,0,3683,3683,0,0,0,0,0,0,0,0
swift-nextcloud-ios-call-different-function,small,Swift,59,59,1731,1726,446,446,true,433,1,12,0,0,0,0,866,2,24,0,0,0,0,0,446,446,0,0,0,0,0,0,0,0
swift-nextcloud-ios-different-func,stratified,Swift,11,11,299,300,40,40,true,35,1,4,0,0,0,0,70,2,8,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
swift-nextcloud-ios-move-function-and-refactor-logic,small,Swift,439,419,22819,21580,5157,4934,true,4855,11,45,34,7,20,0,9716,22,90,34,209,20,0,6,4911,4658,27,1,225,1,2,0,0,16
swift-nextcloud-ios-refactor-and-change,small,Swift,297,304,14985,15248,3668,3712,true,3648,1,11,1,1,32,4,7296,2,22,1,7,32,20,0,3660,3506,57,29,68,1,0,0,0,19
swift-swift-emacs-swift-mode-seems-like-test-code,full,Swift,921,929,10464,10544,3117,3139,true,3114,0,3,0,0,0,2,6228,0,6,0,0,0,22,0,3117,3117,0,0,0,0,0,0,0,0
swift-swiftlang-swift-actual-logic-change,small,Swift,327,346,9596,10270,3238,3450,true,3163,6,52,14,0,41,10,6335,12,104,14,0,41,182,9,3221,3177,6,38,0,0,3,0,0,36
swift-swiftlang-swift-add-target-comment,stratified,Swift,26,26,1017,1073,204,204,true,201,2,1,0,0,0,0,402,4,2,0,0,0,0,0,204,204,0,0,0,0,0,0,0,0
swift-swiftlang-swift-add-to-typecheck-comment,stratified,Swift,6,6,435,479,52,52,true,50,1,1,0,0,0,0,100,2,2,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0
swift-swiftlang-swift-add-to-typecheck-comment-1,stratified,Swift,3,3,275,330,31,31,true,29,1,1,0,0,0,0,58,2,2,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0
swift-swiftlang-swift-add-to-typecheck-comment-2,stratified,Swift,3,3,692,759,48,48,true,46,1,1,0,0,0,0,92,2,2,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0
swift-swiftlang-swift-add-to-typecheck-comment-4,stratified,Swift,8,8,287,342,37,37,true,35,1,1,0,0,0,0,70,2,2,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0
swift-swiftlang-swift-add-to-typecheck-comment-5,stratified,Swift,9,9,437,508,46,46,true,44,1,1,0,0,0,0,88,2,2,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0
swift-swiftlang-swift-add-to-typecheck-comment-6,stratified,Swift,4,4,352,407,32,32,true,30,1,1,0,0,0,0,60,2,2,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0
swift-swiftlang-swift-add-to-typecheck-comment-7,stratified,Swift,3,3,464,518,47,47,true,45,1,1,0,0,0,0,90,2,2,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0
swift-swiftlang-swift-comment-change,small,Swift,4,4,605,645,20,20,true,18,1,1,0,0,0,0,36,2,2,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0
swift-swiftlang-swift-comment-change-2,small,Swift,10,10,557,550,84,84,true,80,1,3,0,0,0,0,160,2,6,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0
swift-swiftlang-swift-constraint-comment,stratified,Swift,10,10,598,667,68,68,true,66,1,1,0,0,0,0,132,2,2,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0
swift-swiftlang-swift-delete-and-insert-in-the-typecheck-comment,stratified,Swift,4,4,414,295,32,32,true,30,1,1,0,0,0,0,60,2,2,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0
swift-swiftlang-swift-enable-checks-remove-todo-comment,small,Swift,200,193,13107,12181,1434,1428,true,1415,6,7,6,0,0,0,2830,12,14,6,0,0,0,0,1428,1428,0,0,0,0,0,0,0,2
swift-swiftlang-swift-insert-delete-comment,stratified,Swift,13,14,415,525,84,85,true,81,0,1,2,0,3,0,162,0,2,2,0,3,0,0,82,82,0,0,0,0,0,0,0,0
swift-swiftlang-swift-insert-only,stratified,Swift,12,23,590,1056,41,188,true,38,0,3,0,0,3,11,76,0,6,0,0,3,144,0,41,41,0,0,0,0,0,0,0,0
swift-swiftlang-swift-signature-next-comment,stratified,Swift,15,15,655,701,96,96,true,94,1,1,0,0,0,0,188,2,2,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0
swift-swiftlang-swift-signature-next-comment-2,stratified,Swift,10,10,374,421,36,36,true,34,1,1,0,0,0,0,68,2,2,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0
swift-swiftlang-swift-small-change-mostly-add,stratified,Swift,16,22,584,696,151,174,true,149,1,1,0,0,0,5,298,2,2,0,0,0,23,0,151,151,0,0,0,0,0,0,0,0
swift-swiftlang-swift-target-comment,stratified,Swift,13,13,495,551,92,92,true,89,2,1,0,0,0,0,178,4,2,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0
swift-swiftlang-swift-target-comment-2,stratified,Swift,19,19,500,528,69,69,true,67,1,1,0,0,0,0,134,2,2,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0
swift-swiftlang-swift-update-leading-comment,stratified,Swift,6,6,223,248,17,17,true,15,1,1,0,0,0,0,30,2,2,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0
swift-swiftlang-swift-update-typecheck-comment,stratified,Swift,4,4,499,533,24,24,true,22,1,1,0,0,0,0,44,2,2,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0
swift-tree-sitter-tree-sitter-haskell-remove-a-list-item,full,Swift,60,37,1700,1014,374,261,true,251,0,10,1,1,0,0,502,0,20,1,112,0,0,0,261,261,0,0,0,0,0,0,0,0
swift-zeroc-ice-ice-add-an-if-block-and-variable,full,Swift,207,218,9149,9644,1448,1588,true,1444,0,4,0,0,0,3,2888,0,8,0,0,0,140,0,1448,1448,0,0,0,0,0,0,0,0
tsx-apache-superset-add-test-case,small,TSX,790,798,21832,21994,6447,6532,true,6446,0,1,0,0,0,1,12892,0,2,0,0,0,85,0,6447,6447,0,0,0,0,0,0,0,0
tsx-apache-superset-error-handling-change,small,TSX,391,399,12250,12546,2614,2678,true,2589,0,24,0,0,7,6,5181,0,48,0,0,7,56,3,2613,2610,3,0,0,0,1,0,1,7
tsx-excalidraw-excalidraw-add-type-to-import,stratified,TSX,7,7,195,200,69,70,true,67,0,2,0,0,1,0,134,0,4,0,0,1,0,0,69,69,0,0,0,0,0,0,0,0
tsx-excalidraw-excalidraw-huge-file-with-real-logic-change,small,TSX,9326,9390,291221,293313,64404,64841,true,64242,1,71,39,3,71,13,128544,2,142,39,14,71,433,60,64314,64269,35,9,1,0,17,0,7,245
